,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.9999999999999996,0.05085237703038866,0.13191392547167527,0.022156319738911155,0.06137004954915119,0.021435033534125663,0.038118954771048014,0.21298768235641602,0.06788816762200221,0.21993275997641085,0.05246807889067551,0.11362369050117478,0.1005196583299649,0.049193171065570813,0.05413608942245,0.23637391862113902,0.05157878488746842,0.06568913046862078,0.08453735991760762,0.19561643971094395,0.04176718818647021,0.0670468913561313,0.05764776078044378,0.0913790540110227,0.040646275796728915,0.11246451542594968,0.8266849326547842,0.04928781199215533,0.03098702043801301,0.06027593159869148,0.07694557014210161,0.05188015506845795,0.1246463870165041,0.14101657888616173,0.02802948479550455,0.048586449457717555,0.11595705735815058,0.0331107324371887,0.09913775279223515,0.13301338076815525
1,0.05085237703038866,0.9999999999999998,0.1150888352827969,0.03833008211484795,0.19254018415268442,0.2722761394629057,0.05806971225396829,0.2057892514068224,0.1002407591340303,0.257202813133883,0.08865474104780421,0.18850768188985426,0.3724241633596782,0.1765938114258155,0.04997371899111771,0.16894639451453164,0.0791943392797455,0.1077501411220743,0.13433303514991202,0.07054793103802809,0.3705554810395937,0.28529784383777695,0.061534109536898224,0.12381626094937938,0.2868491430229521,0.42605708604698955,0.12243536368940938,0.0828750400582627,0.1683994214247851,0.2678564178548515,0.13510985588515437,0.20360345902823124,0.2465503341572222,0.08380012898995065,0.23137520742644976,0.1790394323071755,0.2662699401239701,0.1244423801898357,0.09302716056439193,0.2862559248094381
2,0.13191392547167527,0.1150888352827969,1.0,0.012002480048989234,0.0606428463400782,0.03270779789269957,0.14214543390414014,0.227725606974136,0.14864711089098154,0.7401479616761474,0.07163026286163698,0.8292977498409987,0.4647256188020736,0.06869727478540257,0.6107518302400662,0.8891293169658397,0.033756368796053635,0.08296329001517451,0.06233062309917569,0.16168714951809152,0.08795424833892798,0.08238835207016933,0.06177095912320912,0.9053736213568466,0.07824341660800795,0.5764804167745644,0.620976359496571,0.05025791459244535,0.03389988495171762,0.051488163194453936,0.5545126398876743,0.045614148367304756,0.1331562223674016,0.10683627948428116,0.15798000464315537,0.05623593621662533,0.13162181991374544,0.04079735993803373,0.86507683874164,0.7993249730840607
3,0.022156319738911155,0.03833008211484795,0.012002480048989234,0.9999999999999999,0.16354252653429957,0.09706398021429255,0.006357605649639398,0.04939368994709706,0.03003697888668894,0.05901327632195159,0.014870140049855145,0.02141020631547114,0.05844126847136432,0.0819673046850964,0.01014731401634065,0.024496610480249925,0.10102486617096498,0.021569928897094127,0.11300528303725163,0.03438165321761928,0.10047721426798396,0.19841814898334964,0.06196199033026167,0.01640804895759943,0.033021901466783056,0.16899983698811336,0.027900049330210636,0.06376352777736231,0.07927470361740172,0.1298324669028072,0.030945702748253607,0.8292734859967466,0.04936567487907494,0.03895816362736474,0.013247434264483535,0.17966886124851067,0.039246391413048816,0.0224571549170517,0.018381471423496522,0.037256282665857836
4,0.06137004954915119,0.19254018415268442,0.0606428463400782,0.16354252653429957,1.0000000000000004,0.23588303507451538,0.04467826832490095,0.2719151621621504,0.11661286300206397,0.2161671944730097,0.035276397326553056,0.10143125244910296,0.2090046618441819,0.2787705634484149,0.036970581633022845,0.11735721439721415,0.4504081135270358,0.11679845229310955,0.2183910618051552,0.11285304810746216,0.3219936747194371,0.5758486664676533,0.37167275770350167,0.059680546525620125,0.16565715101384332,0.5284981588578613,0.10198280671500182,0.20395094593282495,0.2809545477072416,0.7595852287402223,0.10495076096347165,0.42921541236449356,0.21102230744325065,0.08547378580562283,0.07136569317680744,0.3140619237933405,0.20891785049784106,0.11296996401300445,0.05069818636427486,0.22539205690098657
5,0.021435033534125663,0.2722761394629057,0.03270779789269957,0.09706398021429255,0.23588303507451538,0.9999999999999999,0.023247778267361966,0.10642328311628009,0.04282646900586478,0.09851630376841752,0.03595688386362341,0.06147853372286812,0.15359916813631322,0.304238920476332,0.015509645679786093,0.05629606193742314,0.1046422812939464,0.05764675792217879,0.21820089664757963,0.03224448814203086,0.8434747632915378,0.30545284048502325,0.07153038471323063,0.037913541295944486,0.15102776452019936,0.6638296560484311,0.0457679687720353,0.13441546677586083,0.11532768601390542,0.7383800434046881,0.0417602023235504,0.5525095546250831,0.16249724358389095,0.07928762967334105,0.09617219744534869,0.3354447557831205,0.1352093237252921,0.050636602933224896,0.027486159614392325,0.12225881665269994
6,0.038118954771048014,0.05806971225396829,0.14214543390414014,0.006357605649639398,0.04467826832490095,0.023247778267361966,0.9999999999999999,0.18304017053299387,0.07403932513865705,0.28703018312824025,0.17970694588749023,0.3575896836870476,0.13820266523364103,0.023610378139723946,0.058572915648127846,0.18113109346971495,0.020208905982413886,0.09086953770594647,0.10299208164383185,0.0816414969243641,0.04681650357913724,0.0669298017337524,0.03379470472289946,0.14035968899614482,0.05796544030926921,0.14692691384726692,0.13669125818493927,0.05196712874886823,0.020202964639426228,0.043862428848578834,0.14555463419597264,0.036164888301119795,0.08430784469933665,0.18810616467464505,0.1063704919729188,0.02854658253473731,0.1277429466693414,0.02337548838681418,0.10767925442789579,0.22600293693086831
7,0.21298768235641602,0.2057892514068224,0.227725606974136,0.04939368994709706,0.2719151621621504,0.10642328311628009,0.18304017053299387,1.0000000000000004,0.19931953051438964,0.6633859489373749,0.12939134791986368,0.4061897740832061,0.39927190423927555,0.18794885513415693,0.11258864813055376,0.37538155324276185,0.1377256538387956,0.2685676071502142,0.14831332144007478,0.3381714383220759,0.2003905189290654,0.2816267751117488,0.15985366389935077,0.2317678444425771,0.24711530271927953,0.4108044482743115,0.3658120046605137,0.16448688702557787,0.14717903196946305,0.21063392450336643,0.26157123240389357,0.15578486379995884,0.3525133294328265,0.19279773592604385,0.18491691850248926,0.11968551590385522,0.5758446973624725,0.17653803883951022,0.1891220593143045,0.5083572412719845
8,0.06788816762200221,0.1002407591340303,0.14864711089098154,0.03003697888668894,0.11661286300206397,0.04282646900586478,0.07403932513865705,0.19931953051438964,1.0000000000000002,0.23986557857239574,0.039625801410631524,0.1870879705499674,0.2109418186314247,0.046259109070972526,0.07331255358379406,0.2444894429767217,0.06408894547760963,0.08542378844532798,0.057105588756837335,0.1010292378173034,0.09955926079544168,0.14147037815641156,0.050020498084731545,0.17007895093065434,0.13198567241273487,0.22505948118684824,0.15405261176897644,0.07399162379960793,0.04723321218103237,0.10113016401879875,0.8749018149822909,0.06634270286163522,0.1466708503472282,0.0744796927351021,0.10573667462847275,0.048346893180149876,0.18259198811950283,0.03408146844629585,0.1082639691601342,0.2688932523438041
9,0.21993275997641085,0.257202813133883,0.7401479616761474,0.05901327632195159,0.2161671944730097,0.09851630376841752,0.28703018312824025,0.6633859489373749,0.23986557857239574,1.0,0.2714067998499171,0.9040384650405513,0.5815067279741796,0.1482772383372344,0.2735054285710821,0.8627840897385362,0.1475758215635137,0.2674162122147419,0.2628821820817116,0.2962593700249707,0.18415879998676438,0.2256848995143277,0.19989893610010556,0.7740048952445034,0.19335583580800897,0.6675329870990453,0.6540195063551334,0.21694700248571966,0.12374761011620379,0.17282073126778275,0.5593261016175415,0.16789609133394473,0.3313851665390972,0.33308780987276243,0.302023967625446,0.1341502103234767,0.4103467467821103,0.12535050484614224,0.5339677154347667,0.8782936770279236
10,0.05246807889067551,0.08865474104780421,0.07163026286163698,0.014870140049855145,0.035276397326553056,0.03595688386362341,0.17970694588749023,0.12939134791986368,0.039625801410631524,0.2714067998499171,1.0,0.33101208829423145,0.11785970659143613,0.030315808569864367,0.04798192632731616,0.09160893570166335,0.02214908944582161,0.07620545858718523,0.14880289291772547,0.05221334555912103,0.05232620377603709,0.06828610298794388,0.03789531500778342,0.06869812876116316,0.05514680211009514,0.13526448411374847,0.10055683749797534,0.07935578627132145,0.018051080211746066,0.05938786901363351,0.06043582273023557,0.05563870666318581,0.08444518048318278,0.31555193467677306,0.09048726994117584,0.0356596322762034,0.12962916642847463,0.02198350857490436,0.08059330920810716,0.11198893297615942
11,0.11362369050117478,0.18850768188985426,0.8292977498409987,0.02141020631547114,0.10143125244910296,0.06147853372286812,0.3575896836870476,0.4061897740832061,0.1870879705499674,0.9040384650405513,0.33101208829423145,1.0000000000000002,0.5380759285381119,0.09628824298821266,0.2789047855171176,0.9093251685274237,0.04947181255799672,0.1328045368744469,0.13783010451882824,0.28062417206071494,0.12975335454320666,0.13013148208027037,0.08331653820920105,0.8827740089245574,0.1261008517478647,0.6192816219782311,0.6054312112424503,0.11244308300986712,0.06780818835387491,0.09975452449993584,0.5790544752506224,0.08369312622380723,0.2009477277997913,0.24153416826748228,0.24025143999791443,0.0789800271464416,0.24870172397326756,0.0844158425552984,0.5745550772670918,0.8492687741837325
12,0.1005196583299649,0.3724241633596782,0.4647256188020736,0.05844126847136432,0.2090046618441819,0.15359916813631322,0.13820266523364103,0.39927190423927555,0.2109418186314247,0.5815067279741796,0.11785970659143613,0.5380759285381119,1.0,0.24073030509541898,0.1394338667600761,0.5498758366843391,0.11349288800466331,0.25619754221103874,0.21160266206692868,0.14599942012611733,0.5983769273865637,0.7881887855996966,0.13142310537975327,0.5122198185794905,0.8849001603222305,0.5900013054382257,0.37311186393960577,0.1436299620020793,0.16938909362722823,0.27772425344767204,0.4020025965749433,0.22734918688913242,0.39406666757233333,0.14561011688215209,0.3768276122036121,0.17976542150921435,0.8237970383239116,0.18961442528463507,0.31385626636954567,0.7226979042960285
13,0.049193171065570813,0.1765938114258155,0.06869727478540257,0.0819673046850964,0.2787705634484149,0.304238920476332,0.023610378139723946,0.18794885513415693,0.046259109070972526,0.1482772383372344,0.030315808569864367,0.09628824298821266,0.24073030509541898,1.0,0.02241539267466245,0.1048756719806195,0.07913376846380439,0.0647337251264953,0.1008803214480895,0.1018030718910526,0.3925088013121226,0.32816500823756634,0.07213734302474381,0.07711551563128523,0.26170387128371503,0.33550731224843794,0.08072857332870356,0.06565048131294152,0.1720395418565148,0.3502894783466686,0.07400523268614989,0.23659101849703926,0.16299801942927172,0.05205964599338284,0.08992345210830285,0.14526591243340964,0.2350367922775884,0.11411598244033525,0.04743869516641709,0.16951539471544652
14,0.05413608942245,0.04997371899111771,0.6107518302400662,0.01014731401634065,0.036970581633022845,0.015509645679786093,0.058572915648127846,0.11258864813055376,0.07331255358379406,0.2735054285710821,0.04798192632731616,0.2789047855171176,0.1394338667600761,0.02241539267466245,1.0,0.23299381572654113,0.016144648569028728,0.08797710837293307,0.02967595772537762,0.09355502571964777,0.03788973176723702,0.05057872901884172,0.03287621040126209,0.22332616814847145,0.0344238990961552,0.21686615964607087,0.22775122520514726,0.024448172703394198,0.01586442524047745,0.028872995600373937,0.193125378692474,0.02457709673552668,0.06961778394982428,0.04641340128413468,0.051659716887724375,0.02907247284018587,0.07357889359765163,0.019327113552901714,0.9240334271458346,0.22841210631687922
15,0.23637391862113902,0.16894639451453164,0.8891293169658397,0.024496610480249925,0.11735721439721415,0.05629606193742314,0.18113109346971495,0.37538155324276185,0.2444894429767217,0.8627840897385362,0.09160893570166335,0.9093251685274237,0.5498758366843391,0.1048756719806195,0.23299381572654113,1.0,0.0728044649264238,0.1463873987645122,0.10071682487362243,0.2920807817507436,0.12722484776677367,0.13320697906141368,0.1125535865613293,0.9713669036362289,0.12549287585800525,0.6515325549276542,0.7331124423260391,0.09216236187670046,0.06588738620753021,0.09825637040395777,0.6472429946846294,0.08193480560453273,0.21804188869978008,0.15614335037658741,0.20686186931261263,0.08516983433476145,0.23280649576534843,0.08719024378413387,0.5745166879518272,0.9110284898785794
16,0.05157878488746842,0.0791943392797455,0.033756368796053635,0.10102486617096498,0.4504081135270358,0.1046422812939464,0.020208905982413886,0.1377256538387956,0.06408894547760963,0.1475758215635137,0.02214908944582161,0.04947181255799672,0.11349288800466331,0.07913376846380439,0.016144648569028728,0.0728044649264238,0.9999999999999997,0.04980537342088482,0.19197847284845462,0.06926791504637886,0.12501307758351318,0.26251612479577985,0.5225508737909631,0.03555844622238964,0.06811948989026971,0.23786620062736688,0.07296142591854277,0.221436015319191,0.11623086856582573,0.21937468365240467,0.06067234668502334,0.17789263868958613,0.10217627317822299,0.0401497362323081,0.02862403094768453,0.15464247405222795,0.08213892436396862,0.037513650269371084,0.027064307046097323,0.14247197768097927
17,0.06568913046862078,0.1077501411220743,0.08296329001517451,0.021569928897094127,0.11679845229310955,0.05764675792217879,0.09086953770594647,0.2685676071502142,0.08542378844532798,0.2674162122147419,0.07620545858718523,0.1328045368744469,0.25619754221103874,0.0647337251264953,0.08797710837293307,0.1463873987645122,0.04980537342088482,0.9999999999999998,0.07353323773112903,0.09175757937208995,0.11848193991610954,0.1691921685764355,0.0999658547500864,0.08883991600275834,0.1900864607447463,0.27409366071997626,0.13479743731999647,0.056671485012455336,0.08134279982759947,0.1264040809490295,0.09985028259030689,0.07528868160705728,0.24608422334306643,0.07054681883799702,0.08566561680974485,0.06459945724117788,0.414525216567177,0.149927867306162,0.09026256907938979,0.27919698036799595
18,0.08453735991760762,0.13433303514991202,0.06233062309917569,0.11300528303725163,0.2183910618051552,0.21820089664757963,0.10299208164383185,0.14831332144007478,0.057105588756837335,0.2628821820817116,0.14880289291772547,0.13783010451882824,0.21160266206692868,0.1008803214480895,0.02967595772537762,0.10071682487362243,0.19197847284845462,0.07353323773112903,0.9999999999999998,0.07012895012970605,0.26326182373866985,0.31317149491931706,0.09954199377111515,0.061873479066604876,0.17934872509234265,0.28152598983489,0.13207434954781425,0.22983809428771362,0.09116353159758686,0.2659098380036691,0.06784608840850975,0.28258137307066405,0.17974404393842117,0.19170277255134838,0.07647373481744837,0.27045909411878893,0.21079839959022514,0.06588285054493573,0.06149867439723105,0.2026846213201488
